,gene,enzyme KO,superpathway,pathway,subpathway,enzyme,superpathway KO,pathway KO,subpathway KO,3H11-T42,3H11-T53,SynCom-T42,SynCom-T53,SynCom-T71,SynCom-T95
1880,GW101-3H11_contig_1_1054,K00284,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,"GLU, gltS; glutamate synthase (ferredoxin)",ko09100,ko09101,ko00630,0.17365531538379772,1.9388163708809902,-0.7717737801399392,-0.9203483377141319,-0.7931894500443146,0.3728398816336042
1881,GW101-3H11_contig_1_1054,K00284,Metabolism,Energy metabolism,Nitrogen metabolism,"GLU, gltS; glutamate synthase (ferredoxin)",ko09100,ko09102,ko00910,0.17365531538379772,1.9388163708809902,-0.7717737801399392,-0.9203483377141319,-0.7931894500443146,0.3728398816336042
1882,GW101-3H11_contig_1_1054,K00284,Brite Hierarchies,Protein families: metabolism,Peptidases and inhibitors,"GLU, gltS; glutamate synthase (ferredoxin)",ko09180,ko09181,ko01002,0.17365531538379772,1.9388163708809902,-0.7717737801399392,-0.9203483377141319,-0.7931894500443146,0.3728398816336042
1909,GW101-3H11_contig_1_1074,K00817,Metabolism,Amino acid metabolism,Histidine metabolism,hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00340,-1.8229773567237881,0.3273686101322293,1.408113044787368,0.42264690090872853,-0.5871035706660772,0.2519523715615344
1910,GW101-3H11_contig_1_1074,K00817,Metabolism,Amino acid metabolism,Tyrosine metabolism,hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00350,-1.8229773567237881,0.3273686101322293,1.408113044787368,0.42264690090872853,-0.5871035706660772,0.2519523715615344
1911,GW101-3H11_contig_1_1074,K00817,Metabolism,Amino acid metabolism,Phenylalanine metabolism,hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00360,-1.8229773567237881,0.3273686101322293,1.408113044787368,0.42264690090872853,-0.5871035706660772,0.2519523715615344
1912,GW101-3H11_contig_1_1074,K00817,Metabolism,Amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00400,-1.8229773567237881,0.3273686101322293,1.408113044787368,0.42264690090872853,-0.5871035706660772,0.2519523715615344
1913,GW101-3H11_contig_1_1074,K00817,Metabolism,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",hisC; histidinol-phosphate aminotransferase,ko09100,ko09110,ko00960,-1.8229773567237881,0.3273686101322293,1.408113044787368,0.42264690090872853,-0.5871035706660772,0.2519523715615344
1914,GW101-3H11_contig_1_1074,K00817,Metabolism,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,hisC; histidinol-phosphate aminotransferase,ko09100,ko09110,ko00401,-1.8229773567237881,0.3273686101322293,1.408113044787368,0.42264690090872853,-0.5871035706660772,0.2519523715615344
1915,GW101-3H11_contig_1_1074,K00817,Brite Hierarchies,Protein families: metabolism,Amino acid related enzymes,hisC; histidinol-phosphate aminotransferase,ko09180,ko09181,ko01007,-1.8229773567237881,0.3273686101322293,1.408113044787368,0.42264690090872853,-0.5871035706660772,0.2519523715615344
1916,GW101-3H11_contig_1_1075,K00013,Metabolism,Amino acid metabolism,Histidine metabolism,hisD; histidinol dehydrogenase,ko09100,ko09105,ko00340,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1917,GW101-3H11_contig_1_1075,K00817,Metabolism,Amino acid metabolism,Histidine metabolism,hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00340,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1918,GW101-3H11_contig_1_1075,K00817,Metabolism,Amino acid metabolism,Tyrosine metabolism,hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00350,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1919,GW101-3H11_contig_1_1075,K00817,Metabolism,Amino acid metabolism,Phenylalanine metabolism,hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00360,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1920,GW101-3H11_contig_1_1075,K00817,Metabolism,Amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",hisC; histidinol-phosphate aminotransferase,ko09100,ko09105,ko00400,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1921,GW101-3H11_contig_1_1075,K00817,Metabolism,Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",hisC; histidinol-phosphate aminotransferase,ko09100,ko09110,ko00960,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1922,GW101-3H11_contig_1_1075,K00817,Metabolism,Biosynthesis of other secondary metabolites,Novobiocin biosynthesis,hisC; histidinol-phosphate aminotransferase,ko09100,ko09110,ko00401,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1923,GW101-3H11_contig_1_1075,K00817,Brite Hierarchies,Protein families: metabolism,Amino acid related enzymes,hisC; histidinol-phosphate aminotransferase,ko09180,ko09181,ko01007,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1924,GW101-3H11_contig_1_1075,K01089,Metabolism,Amino acid metabolism,Histidine metabolism,hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19,ko09100,ko09105,ko00340,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1925,GW101-3H11_contig_1_1075,K01693,Metabolism,Amino acid metabolism,Histidine metabolism,hisB; imidazoleglycerol-phosphate dehydratase,ko09100,ko09105,ko00340,-1.4834003163900213,-0.0005791585858263947,1.6047522816423323,0.8093991636690612,-0.7263868913333603,-0.2037850790021838
1926,GW101-3H11_contig_1_1076,K02501,Metabolism,Amino acid metabolism,Histidine metabolism,hisH; imidazole glycerol-phosphate synthase subunit HisH,ko09100,ko09105,ko00340,-1.0557314318237145,-0.4625651343433467,1.9808474692594464,0.4858867217381516,-0.65008107871943,-0.2983565461111121
1927,GW101-3H11_contig_1_1077,K01814,Metabolism,Amino acid metabolism,Histidine metabolism,hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,ko09100,ko09105,ko00340,-1.0184708303005614,0.22459834107527077,1.8261273265042137,0.5359029852602466,-0.9584065519371543,-0.6097512706020254
1928,GW101-3H11_contig_1_1078,K02500,Metabolism,Amino acid metabolism,Histidine metabolism,hisF; imidazole glycerol-phosphate synthase subunit HisF,ko09100,ko09105,ko00340,-0.8030950818368152,0.7341589705561533,1.7525392888640594,0.09235024436944334,-1.1700414999533466,-0.6059119219995021
1929,GW101-3H11_contig_1_1080,K01496,Metabolism,Amino acid metabolism,Histidine metabolism,hisI; phosphoribosyl-AMP cyclohydrolase,ko09100,ko09105,ko00340,0.35408744258090574,-2.161113713386542,0.15940755651207125,0.15318488351605614,0.608171983942112,0.8862618468353932
1930,GW101-3H11_contig_1_1080,K11755,Metabolism,Amino acid metabolism,Histidine metabolism,hisIE; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19,ko09100,ko09105,ko00340,0.35408744258090574,-2.161113713386542,0.15940755651207125,0.15318488351605614,0.608171983942112,0.8862618468353932
1931,GW101-3H11_contig_1_1081,K01523,Metabolism,Amino acid metabolism,Histidine metabolism,hisE; phosphoribosyl-ATP pyrophosphohydrolase,ko09100,ko09105,ko00340,-0.5838653628309178,2.039183530124937,-1.122955715476671,0.24241089234385285,-0.19834457438033443,-0.3764287697808706
1932,GW101-3H11_contig_1_1081,K01814,Metabolism,Amino acid metabolism,Histidine metabolism,hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,ko09100,ko09105,ko00340,-0.5838653628309178,2.039183530124937,-1.122955715476671,0.24241089234385285,-0.19834457438033443,-0.3764287697808706
1933,GW101-3H11_contig_1_1081,K11755,Metabolism,Amino acid metabolism,Histidine metabolism,hisIE; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19,ko09100,ko09105,ko00340,-0.5838653628309178,2.039183530124937,-1.122955715476671,0.24241089234385285,-0.19834457438033443,-0.3764287697808706
1962,GW101-3H11_contig_1_1092,K00411,Metabolism,Energy metabolism,Oxidative phosphorylation,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09100,ko09102,ko00190,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1963,GW101-3H11_contig_1_1092,K00411,Environmental Information Processing,Signal transduction,Two-component system,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09130,ko09132,ko02020,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1964,GW101-3H11_contig_1_1092,K00411,Organismal Systems,Circulatory system,Cardiac muscle contraction,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09150,ko09153,ko04260,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1965,GW101-3H11_contig_1_1092,K00411,Organismal Systems,Environmental adaptation,Thermogenesis,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09150,ko09159,ko04714,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1966,GW101-3H11_contig_1_1092,K00411,Human Diseases,Cancer: overview,Chemical carcinogenesis - reactive oxygen species,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09161,ko05208,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1967,GW101-3H11_contig_1_1092,K00411,Human Diseases,Neurodegenerative disease,Alzheimer disease,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09164,ko05010,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1968,GW101-3H11_contig_1_1092,K00411,Human Diseases,Neurodegenerative disease,Parkinson disease,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09164,ko05012,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1969,GW101-3H11_contig_1_1092,K00411,Human Diseases,Neurodegenerative disease,Amyotrophic lateral sclerosis,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09164,ko05014,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1970,GW101-3H11_contig_1_1092,K00411,Human Diseases,Neurodegenerative disease,Huntington disease,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09164,ko05016,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1971,GW101-3H11_contig_1_1092,K00411,Human Diseases,Neurodegenerative disease,Prion disease,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09164,ko05020,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1972,GW101-3H11_contig_1_1092,K00411,Human Diseases,Neurodegenerative disease,Pathways of neurodegeneration - multiple diseases,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09164,ko05022,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1973,GW101-3H11_contig_1_1092,K00411,Human Diseases,Cardiovascular disease,Diabetic cardiomyopathy,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09166,ko05415,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
1974,GW101-3H11_contig_1_1092,K00411,Human Diseases,Endocrine and metabolic disease,Non-alcoholic fatty liver disease,"UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit",ko09160,ko09167,ko04932,0.012618337090087074,-2.0927452914671627,0.334879755173508,0.3047201871653076,0.28569472923343076,1.1548322828048279
2054,GW101-3H11_contig_1_1108,K02652,Brite Hierarchies,Protein families: signaling and cellular processes,Secretion system,pilB; type IV pilus assembly protein,ko09180,ko09183,ko02044,0.4706277648309496,-2.1987993335069684,0.6311288642016338,0.16025637184393424,0.2671458887026982,0.6696404439277508
2055,GW101-3H11_contig_1_1108,K02652,Brite Hierarchies,Protein families: signaling and cellular processes,Bacterial motility proteins,pilB; type IV pilus assembly protein,ko09180,ko09183,ko02035,0.4706277648309496,-2.1987993335069684,0.6311288642016338,0.16025637184393424,0.2671458887026982,0.6696404439277508
2135,GW101-3H11_contig_1_1153,K01495,Metabolism,Metabolism of cofactors and vitamins,Folate biosynthesis,"GCH1, folE; GTP cyclohydrolase IA",ko09100,ko09108,ko00790,0.401500197489843,-2.195452107617802,0.4287817213446493,0.07760576264655332,0.6440466847112697,0.643517741425483
2197,GW101-3H11_contig_1_1214,K04773,Brite Hierarchies,Protein families: metabolism,Peptidases and inhibitors,sppA; protease IV,ko09180,ko09181,ko01002,1.4758934340982837,-1.4724199985442972,-0.05795813995126381,-0.8810797326974154,0.0006543614581545922,0.934910075636535
2202,GW101-3H11_contig_1_1247,K03060,Genetic Information Processing,Transcription,RNA polymerase,rpoZ; DNA-directed RNA polymerase subunit omega,ko09120,ko09121,ko03020,0.05595692893394234,-2.037900124450743,0.019628294639035974,0.17936255687072256,0.5584475113673761,1.224504832639656
2203,GW101-3H11_contig_1_1247,K03060,Brite Hierarchies,Protein families: genetic information processing,Transcription machinery,rpoZ; DNA-directed RNA polymerase subunit omega,ko09180,ko09182,ko03021,0.05595692893394234,-2.037900124450743,0.019628294639035974,0.17936255687072256,0.5584475113673761,1.224504832639656
2204,GW101-3H11_contig_1_1247,K03060,Brite Hierarchies,Protein families: genetic information processing,DNA repair and recombination proteins,rpoZ; DNA-directed RNA polymerase subunit omega,ko09180,ko09182,ko03400,0.05595692893394234,-2.037900124450743,0.019628294639035974,0.17936255687072256,0.5584475113673761,1.224504832639656
2448,GW101-3H11_contig_1_1427,K04759,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,feoB; ferrous iron transport protein,ko09180,ko09183,ko02000,0.7980321953644467,1.7566737284371026,-0.5385981671018826,-0.032874304217014885,-1.0902723342276468,-0.8929611182550057
2495,GW101-3H11_contig_1_1455,K00311,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,ETFDH; electron-transferring-flavoprotein dehydrogenase,ko09190,ko09191,ko99980,-0.19000155704342134,2.2002170423532372,-0.5950738719253241,-0.3830511583295339,-0.30450572979019586,-0.7275847252647586
2566,GW101-3H11_contig_1_1544,K12262,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,cybB; superoxide oxidase,ko09190,ko09191,ko99980,-0.7968666134299146,-1.4983365966269615,-0.3990710086626279,1.270614137548612,1.1197939322204211,0.3038661489504726
2582,GW101-3H11_contig_1_1555,K02402,Environmental Information Processing,Signal transduction,Two-component system,flhC; flagellar transcriptional activator,ko09130,ko09132,ko02020,0.5858972830801681,-2.1433888881613505,0.854254459895509,0.3963025331914596,-0.10020338574749753,0.40713799774171106
2583,GW101-3H11_contig_1_1555,K02402,Cellular Processes,Cellular community - prokaryotes,Quorum sensing,flhC; flagellar transcriptional activator,ko09140,ko09145,ko02024,0.5858972830801681,-2.1433888881613505,0.854254459895509,0.3963025331914596,-0.10020338574749753,0.40713799774171106
2584,GW101-3H11_contig_1_1555,K02402,Cellular Processes,Cellular community - prokaryotes,Biofilm formation - Escherichia coli,flhC; flagellar transcriptional activator,ko09140,ko09145,ko02026,0.5858972830801681,-2.1433888881613505,0.854254459895509,0.3963025331914596,-0.10020338574749753,0.40713799774171106
2585,GW101-3H11_contig_1_1555,K02402,Cellular Processes,Cell motility,Flagellar assembly,flhC; flagellar transcriptional activator,ko09140,ko09142,ko02040,0.5858972830801681,-2.1433888881613505,0.854254459895509,0.3963025331914596,-0.10020338574749753,0.40713799774171106
2586,GW101-3H11_contig_1_1555,K02402,Brite Hierarchies,Protein families: signaling and cellular processes,Bacterial motility proteins,flhC; flagellar transcriptional activator,ko09180,ko09183,ko02035,0.5858972830801681,-2.1433888881613505,0.854254459895509,0.3963025331914596,-0.10020338574749753,0.40713799774171106
2587,GW101-3H11_contig_1_1556,K02403,Environmental Information Processing,Signal transduction,Two-component system,flhD; flagellar transcriptional activator,ko09130,ko09132,ko02020,0.7623173838556369,-2.1011170042492138,0.8216808449222457,0.264414564224712,-0.21067560751697623,0.46337981876359335
2588,GW101-3H11_contig_1_1556,K02403,Cellular Processes,Cellular community - prokaryotes,Quorum sensing,flhD; flagellar transcriptional activator,ko09140,ko09145,ko02024,0.7623173838556369,-2.1011170042492138,0.8216808449222457,0.264414564224712,-0.21067560751697623,0.46337981876359335
2589,GW101-3H11_contig_1_1556,K02403,Cellular Processes,Cellular community - prokaryotes,Biofilm formation - Escherichia coli,flhD; flagellar transcriptional activator,ko09140,ko09145,ko02026,0.7623173838556369,-2.1011170042492138,0.8216808449222457,0.264414564224712,-0.21067560751697623,0.46337981876359335
2590,GW101-3H11_contig_1_1556,K02403,Cellular Processes,Cell motility,Flagellar assembly,flhD; flagellar transcriptional activator,ko09140,ko09142,ko02040,0.7623173838556369,-2.1011170042492138,0.8216808449222457,0.264414564224712,-0.21067560751697623,0.46337981876359335
2591,GW101-3H11_contig_1_1556,K02403,Brite Hierarchies,Protein families: signaling and cellular processes,Bacterial motility proteins,flhD; flagellar transcriptional activator,ko09180,ko09183,ko02035,0.7623173838556369,-2.1011170042492138,0.8216808449222457,0.264414564224712,-0.21067560751697623,0.46337981876359335
2623,GW101-3H11_contig_1_1569,K05772,Environmental Information Processing,Membrane transport,ABC transporters,"tupA, vupA; tungstate transport system substrate-binding",ko09130,ko09131,ko02010,-1.7774408620469058,0.5253988227669572,1.3815956155686724,0.4511994726296682,-0.6669635648543581,0.08621051593596908
2624,GW101-3H11_contig_1_1569,K05772,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"tupA, vupA; tungstate transport system substrate-binding",ko09180,ko09183,ko02000,-1.7774408620469058,0.5253988227669572,1.3815956155686724,0.4511994726296682,-0.6669635648543581,0.08621051593596908
2625,GW101-3H11_contig_1_1570,K02020,Environmental Information Processing,Membrane transport,ABC transporters,modA; molybdate transport system substrate-binding,ko09130,ko09131,ko02010,-1.6669367319883328,0.18897183473164197,1.5517481429018651,0.09443588462134374,-0.6983661499692726,0.5301470197027485
2626,GW101-3H11_contig_1_1570,K02020,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,modA; molybdate transport system substrate-binding,ko09180,ko09183,ko02000,-1.6669367319883328,0.18897183473164197,1.5517481429018651,0.09443588462134374,-0.6983661499692726,0.5301470197027485
2628,GW101-3H11_contig_1_1575,K02017,Environmental Information Processing,Membrane transport,ABC transporters,modC; molybdate transport system ATP-binding protein,ko09130,ko09131,ko02010,0.8991420240133933,1.3760785402287399,0.6543989470297662,-1.0396449036746094,-0.9072384264410331,-0.9827361811562567
2629,GW101-3H11_contig_1_1575,K02017,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,modC; molybdate transport system ATP-binding protein,ko09180,ko09183,ko02000,0.8991420240133933,1.3760785402287399,0.6543989470297662,-1.0396449036746094,-0.9072384264410331,-0.9827361811562567
2630,GW101-3H11_contig_1_1576,K02018,Environmental Information Processing,Membrane transport,ABC transporters,modB; molybdate transport system permease,ko09130,ko09131,ko02010,0.7821936597083367,1.540190027235662,0.33003196364613757,-1.446883267795604,-0.3942700186773019,-0.8112623641172312
2631,GW101-3H11_contig_1_1576,K02018,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,modB; molybdate transport system permease,ko09180,ko09183,ko02000,0.7821936597083367,1.540190027235662,0.33003196364613757,-1.446883267795604,-0.3942700186773019,-0.8112623641172312
2632,GW101-3H11_contig_1_1576,K15496,Environmental Information Processing,Membrane transport,ABC transporters,wtpB; molybdate/tungstate transport system permease,ko09130,ko09131,ko02010,0.7821936597083367,1.540190027235662,0.33003196364613757,-1.446883267795604,-0.3942700186773019,-0.8112623641172312
2633,GW101-3H11_contig_1_1576,K15496,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,wtpB; molybdate/tungstate transport system permease,ko09180,ko09183,ko02000,0.7821936597083367,1.540190027235662,0.33003196364613757,-1.446883267795604,-0.3942700186773019,-0.8112623641172312
2638,GW101-3H11_contig_1_1583,K02019,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,modE; molybdate transport system regulatory,ko09180,ko09182,ko03000,-0.055122898885961634,2.0096208166857097,-0.47514406787755237,-1.3108352472118876,-0.07602981595585571,-0.0924887867544491
2639,GW101-3H11_contig_1_1583,K05772,Environmental Information Processing,Membrane transport,ABC transporters,"tupA, vupA; tungstate transport system substrate-binding",ko09130,ko09131,ko02010,-0.055122898885961634,2.0096208166857097,-0.47514406787755237,-1.3108352472118876,-0.07602981595585571,-0.0924887867544491
2640,GW101-3H11_contig_1_1583,K05772,Brite Hierarchies,Protein families: signaling and cellular processes,Transporters,"tupA, vupA; tungstate transport system substrate-binding",ko09180,ko09183,ko02000,-0.055122898885961634,2.0096208166857097,-0.47514406787755237,-1.3108352472118876,-0.07602981595585571,-0.0924887867544491
2668,GW101-3H11_contig_1_1597,K07814,Not Included in Pathway or Brite,Unclassified: metabolism,Enzymes with EC,K07814; cyclic di-GMP phosphodiesterase,ko09190,ko09191,ko99980,-0.07116482234828038,1.4278091533971191,0.09775748549983326,-1.906266723211641,-0.09871835646535189,0.5505832631283145
2912,GW101-3H11_contig_1_1747,K00242,Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle),"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor",ko09100,ko09101,ko00020,0.2781370440896691,-2.0911964344826854,0.07048627465857518,0.24186853864867003,0.3260814797629312,1.1746230973228373
2913,GW101-3H11_contig_1_1747,K00242,Metabolism,Carbohydrate metabolism,Butanoate metabolism,"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor",ko09100,ko09101,ko00650,0.2781370440896691,-2.0911964344826854,0.07048627465857518,0.24186853864867003,0.3260814797629312,1.1746230973228373
2914,GW101-3H11_contig_1_1747,K00242,Metabolism,Energy metabolism,Oxidative phosphorylation,"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor",ko09100,ko09102,ko00190,0.2781370440896691,-2.0911964344826854,0.07048627465857518,0.24186853864867003,0.3260814797629312,1.1746230973228373
2915,GW101-3H11_contig_1_1747,K00242,Metabolism,Energy metabolism,Carbon fixation pathways in prokaryotes,"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor",ko09100,ko09102,ko00720,0.2781370440896691,-2.0911964344826854,0.07048627465857518,0.24186853864867003,0.3260814797629312,1.1746230973228373
2916,GW101-3H11_contig_1_1748,K00241,Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle),"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b",ko09100,ko09101,ko00020,0.3459871923226147,-2.1855425518575227,0.15669911122448818,0.38255579641808624,0.44110186390821987,0.859198587984114
2917,GW101-3H11_contig_1_1748,K00241,Metabolism,Carbohydrate metabolism,Butanoate metabolism,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b",ko09100,ko09101,ko00650,0.3459871923226147,-2.1855425518575227,0.15669911122448818,0.38255579641808624,0.44110186390821987,0.859198587984114
2918,GW101-3H11_contig_1_1748,K00241,Metabolism,Energy metabolism,Oxidative phosphorylation,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b",ko09100,ko09102,ko00190,0.3459871923226147,-2.1855425518575227,0.15669911122448818,0.38255579641808624,0.44110186390821987,0.859198587984114
2919,GW101-3H11_contig_1_1748,K00241,Metabolism,Energy metabolism,Carbon fixation pathways in prokaryotes,"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b",ko09100,ko09102,ko00720,0.3459871923226147,-2.1855425518575227,0.15669911122448818,0.38255579641808624,0.44110186390821987,0.859198587984114
2920,GW101-3H11_contig_1_1749,K03710,Brite Hierarchies,Protein families: genetic information processing,Transcription factors,K03710; GntR family transcriptional,ko09180,ko09182,ko03000,0.8276018643490978,-2.0980901146359665,0.3811707159367748,-0.05532551762804835,0.07321893919033792,0.8714241127878034
2921,GW101-3H11_contig_1_1750,K00024,Metabolism,Carbohydrate metabolism,Citrate cycle (TCA cycle),mdh; malate dehydrogenase,ko09100,ko09101,ko00020,0.42146571293392904,-1.9050012329016701,0.5559033741636689,-0.2923456912354458,-0.11618923780274044,1.3361670748422703
2922,GW101-3H11_contig_1_1750,K00024,Metabolism,Carbohydrate metabolism,Pyruvate metabolism,mdh; malate dehydrogenase,ko09100,ko09101,ko00620,0.42146571293392904,-1.9050012329016701,0.5559033741636689,-0.2923456912354458,-0.11618923780274044,1.3361670748422703
2923,GW101-3H11_contig_1_1750,K00024,Metabolism,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,mdh; malate dehydrogenase,ko09100,ko09101,ko00630,0.42146571293392904,-1.9050012329016701,0.5559033741636689,-0.2923456912354458,-0.11618923780274044,1.3361670748422703
2924,GW101-3H11_contig_1_1750,K00024,Metabolism,Energy metabolism,Carbon fixation in photosynthetic organisms,mdh; malate dehydrogenase,ko09100,ko09102,ko00710,0.42146571293392904,-1.9050012329016701,0.5559033741636689,-0.2923456912354458,-0.11618923780274044,1.3361670748422703
2925,GW101-3H11_contig_1_1750,K00024,Metabolism,Energy metabolism,Carbon fixation pathways in prokaryotes,mdh; malate dehydrogenase,ko09100,ko09102,ko00720,0.42146571293392904,-1.9050012329016701,0.5559033741636689,-0.2923456912354458,-0.11618923780274044,1.3361670748422703
2926,GW101-3H11_contig_1_1750,K00024,Metabolism,Energy metabolism,Methane metabolism,mdh; malate dehydrogenase,ko09100,ko09102,ko00680,0.42146571293392904,-1.9050012329016701,0.5559033741636689,-0.2923456912354458,-0.11618923780274044,1.3361670748422703
2927,GW101-3H11_contig_1_1750,K00024,Metabolism,Amino acid metabolism,Cysteine and methionine metabolism,mdh; malate dehydrogenase,ko09100,ko09105,ko00270,0.42146571293392904,-1.9050012329016701,0.5559033741636689,-0.2923456912354458,-0.11618923780274044,1.3361670748422703
2981,GW101-3H11_contig_1_1800,K07002,Not Included in Pathway or Brite,Unclassified,Unclassified,K07002; uncharacterized,ko09190,ko09194,ko99997,0.21950758681186985,2.072733864406946,-0.6475415832541903,-0.07792267530829676,-0.8208940331880906,-0.7458831594682381
2982,GW101-3H11_contig_1_1800,K19073,Metabolism,Metabolism of cofactors and vitamins,Porphyrin metabolism,DVR; divinyl chlorophyllide a 8-vinyl-reductase,ko09100,ko09108,ko00860,0.21950758681186985,2.072733864406946,-0.6475415832541903,-0.07792267530829676,-0.8208940331880906,-0.7458831594682381
