Query	Seed ortholog	e-value	score	best tax lvl	Preferred_name	GO terms	EC number	KEGG KO	KEGG pathway	KEGG module	KEGG reaction	KEGG rclass	BRITE	KEGG TC	CAZy	BiGG reaction	annot lvl	matching OGs	Best OG	COG cat	description
GW101-3H11_contig_1_941	358220.C380_03785	3.90E-170	604	Comamonadaceae	lpxC	"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0008610,GO:0008654,GO:0008759,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019637,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0046467,GO:0046493,GO:0046872,GO:0046914,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509"	"3.5.1.108,4.2.1.59"	"ko:K02535,ko:K16363"	"ko00061,ko00540,ko01100,ko01212,map00061,map00540,map01100,map01212"	"M00060,M00083"	"R04428,R04535,R04537,R04544,R04568,R04587,R04954,R04965"	"RC00166,RC00300,RC00831,RC01095"	"ko00000,ko00001,ko00002,ko01000,ko01004,ko01005"			iECS88_1305.ECS88_0100	Bacteria	"1MV6T@1224,2VHI8@28216,4ABPQ@80864,COG0774@1,COG0774@2"	NA|NA|NA	M	"Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis"
GW101-3H11_contig_1_942	358220.C380_03790	1.60E-19	101.3	Comamonadaceae													Bacteria	"1NGX3@1224,2EMEQ@1,2VY0E@28216,33F3I@2,4AFUQ@80864"	NA|NA|NA		
GW101-3H11_contig_1_943	1276756.AUEX01000016_gene1871	0	1242.3	Comamonadaceae	thiC	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	4.1.99.17	ko:K03147	"ko00730,ko01100,map00730,map01100"	M00127	R03472	"RC03251,RC03252"	"ko00000,ko00001,ko00002,ko01000"			iECABU_c1320.ECABU_c45100	Bacteria	"1MUVV@1224,2VHS3@28216,4A9QR@80864,COG0422@1,COG0422@2"	NA|NA|NA	H	Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction
GW101-3H11_contig_1_944	358220.C380_03800	2.50E-130	472.6	Comamonadaceae				ko:K03406	"ko02020,ko02030,map02020,map02030"				"ko00000,ko00001,ko02035"				Bacteria	"1MU9B@1224,2VZ6J@28216,4AH3Z@80864,COG0840@1,COG0840@2"	NA|NA|NA	NT	Chemotaxis sensory transducer
GW101-3H11_contig_1_945	358220.C380_03805	2.10E-247	861.3	Comamonadaceae	gspE			ko:K02454	"ko03070,ko05111,map03070,map05111"	M00331			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1MU7V@1224,2VHQ1@28216,4AAST@80864,COG2804@1,COG2804@2"	NA|NA|NA	NU	PFAM Type II secretion system protein E
GW101-3H11_contig_1_946	358220.C380_03810	4.60E-297	1026.9	Comamonadaceae	gspD			"ko:K02453,ko:K03219"	"ko03070,ko05111,map03070,map05111"	"M00331,M00332,M00542"			"ko00000,ko00001,ko00002,ko02044"	"3.A.15,3.A.6.1,3.A.6.3"			Bacteria	"1MUUA@1224,2VI7X@28216,4AA7Z@80864,COG1450@1,COG1450@2"	NA|NA|NA	NU	Type II and III secretion system protein
GW101-3H11_contig_1_947	391735.Veis_3528	4.30E-110	404.4	Comamonadaceae	gspN			ko:K02463	"ko05111,map05111"	M00331			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1P9EC@1224,28IWK@1,2VJZY@28216,2Z8UV@2,4A9V5@80864"	NA|NA|NA	S	"Type II secretion system (T2SS), protein N"
GW101-3H11_contig_1_948	358220.C380_03820	1.80E-69	268.9	Comamonadaceae	gspM			ko:K02462	"ko03070,ko05111,map03070,map05111"	M00331			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1N133@1224,2VUUD@28216,4AF13@80864,COG3149@1,COG3149@2"	NA|NA|NA	U	"Type II secretion system (T2SS), protein M"
GW101-3H11_contig_1_949	358220.C380_03825	2.20E-203	714.9	Comamonadaceae	gspL			ko:K02461	"ko03070,ko05111,map03070,map05111"	M00331			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1MX9I@1224,2VH8V@28216,4AAUV@80864,COG3297@1,COG3297@2"	NA|NA|NA	U	PFAM General secretion pathway L
GW101-3H11_contig_1_950	358220.C380_03830	5.30E-166	590.5	Comamonadaceae	gspK			ko:K02460	"ko03070,ko05111,map03070,map05111"	M00331			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1RBNV@1224,2VS9P@28216,4ABK3@80864,COG3156@1,COG3156@2"	NA|NA|NA	U	"Type II secretion system (T2SS), protein K"
GW101-3H11_contig_1_951	358220.C380_03835	7.40E-107	393.3	Comamonadaceae				"ko:K02456,ko:K02457,ko:K02459,ko:K10927,ko:K12285"	"ko03070,ko05111,map03070,map05111"	M00331			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1RCIT@1224,2WHFJ@28216,4AE1A@80864,COG2165@1,COG2165@2"	NA|NA|NA	U	Prokaryotic N-terminal methylation motif
GW101-3H11_contig_1_952	358220.C380_03840	2.20E-50	204.9	Comamonadaceae				"ko:K02456,ko:K02458,ko:K02655,ko:K12285"	"ko03070,ko05111,map03070,map05111"	M00331			"ko00000,ko00001,ko00002,ko02035,ko02044"	"3.A.15,3.A.15.2"			Bacteria	"1QZBZ@1224,2WHJ1@28216,4AJY5@80864,COG4968@1,COG4968@2"	NA|NA|NA	NU	"Type II secretion system (T2SS), protein I"
GW101-3H11_contig_1_953	358220.C380_03845	6.60E-58	230.3	Comamonadaceae	comGD			"ko:K02246,ko:K02457,ko:K02672,ko:K08084,ko:K10926"	"ko03070,ko05111,map03070,map05111"	"M00331,M00429"			"ko00000,ko00001,ko00002,ko02035,ko02044"	"3.A.15,3.A.15.2"			Bacteria	"1RIET@1224,2VUD5@28216,4AEEX@80864,COG4970@1,COG4970@2"	NA|NA|NA	U	General secretion pathway protein H
GW101-3H11_contig_1_954	358220.C380_03850	1.20E-71	275.8	Comamonadaceae	gspG			"ko:K02246,ko:K02456,ko:K02459"	"ko03070,ko05111,map03070,map05111"	"M00331,M00429"			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1RDX2@1224,2VR7N@28216,4ADIE@80864,COG2165@1,COG2165@2"	NA|NA|NA	U	general secretion pathway protein G
GW101-3H11_contig_1_955	358220.C380_03855	1.30E-54	219.2	Comamonadaceae	gspC			ko:K02452	"ko03070,ko05111,map03070,map05111"	M00331			"ko00000,ko00001,ko00002,ko02044"	3.A.15			Bacteria	"1N8RA@1224,2DP58@1,2VW6I@28216,32UKC@2,4AFWZ@80864"	NA|NA|NA	S	general secretion pathway protein
GW101-3H11_contig_1_956	358220.C380_03860	2.60E-71	275	Comamonadaceae	cobC		"3.1.3.3,3.1.3.73"	"ko:K02226,ko:K22305"	"ko00260,ko00680,ko00860,ko01100,ko01120,ko01130,map00260,map00680,map00860,map01100,map01120,map01130"	M00122	"R00582,R04594,R11173"	RC00017	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1N14H@1224,2VU12@28216,4AEG3@80864,COG0406@1,COG0406@2"	NA|NA|NA	G	phosphoglycerate mutase
GW101-3H11_contig_1_957	1276756.AUEX01000016_gene1858	1.20E-109	402.9	Comamonadaceae	cobS	"GO:0003674,GO:0003824,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008818,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016772,GO:0016780,GO:0017144,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	2.7.8.26	ko:K02233	"ko00860,ko01100,map00860,map01100"	M00122	"R05223,R11174"	"RC00002,RC00078"	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1RHCC@1224,2VJR1@28216,4AACR@80864,COG0368@1,COG0368@2"	NA|NA|NA	H	Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate
GW101-3H11_contig_1_958	358220.C380_03870	4.50E-283	979.9	Comamonadaceae	ilvA		4.3.1.19	ko:K01754	"ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230"	M00570	"R00220,R00996"	"RC00418,RC02600"	"ko00000,ko00001,ko00002,ko01000"			iJN678.ilvA	Bacteria	"1MVWJ@1224,2VI5U@28216,4ABVC@80864,COG1171@1,COG1171@2"	NA|NA|NA	E	"Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA"
GW101-3H11_contig_1_959	358220.C380_03875	2.50E-77	294.7	Comamonadaceae	yhfA			ko:K07397					ko00000				Bacteria	"1RCZW@1224,2VR62@28216,4ADIX@80864,COG1765@1,COG1765@2"	NA|NA|NA	O	PFAM OsmC family protein
GW101-3H11_contig_1_960	358220.C380_03880	3.20E-91	341.3	Comamonadaceae	coq7			ko:K06134	"ko00130,ko01100,ko01110,map00130,map01100,map01110"	M00128	"R04984,R08775"	RC01254	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1RAA1@1224,2VQRE@28216,4ADF7@80864,COG2941@1,COG2941@2"	NA|NA|NA	H	"Oxygenase that introduces the hydroxyl group at carbon five of 2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol resulting in the formation of 2-nonaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4- benzoquinol"
GW101-3H11_contig_1_962	358220.C380_03885	6.70E-166	590.1	Comamonadaceae													Bacteria	"1R5T2@1224,2VMH6@28216,4ACZH@80864,COG3203@1,COG3203@2"	NA|NA|NA	M	PFAM porin Gram-negative type
GW101-3H11_contig_1_963	358220.C380_03890	1.20E-294	1018.5	Comamonadaceae				ko:K02035	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1MUZH@1224,2VHCV@28216,4ABBW@80864,COG0747@1,COG0747@2"	NA|NA|NA	E	"PFAM extracellular solute-binding protein, family 5"
GW101-3H11_contig_1_964	358220.C380_03895	3.40E-164	584.3	Comamonadaceae				ko:K02033	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1MU8Z@1224,2VHEF@28216,4ABQ2@80864,COG0601@1,COG0601@2"	NA|NA|NA	P	PFAM binding-protein-dependent transport systems inner membrane component
GW101-3H11_contig_1_965	358220.C380_03900	1.10E-217	762.3	Comamonadaceae	yxeP_2		3.5.1.32	"ko:K01451,ko:K12941"	"ko00360,map00360"		R01424	"RC00096,RC00162"	"ko00000,ko00001,ko01000,ko01002"				Bacteria	"1MUIV@1224,2VM4Z@28216,4ABJ2@80864,COG1473@1,COG1473@2"	NA|NA|NA	S	peptidase dimerisation domain protein
GW101-3H11_contig_1_966	1276756.AUEX01000016_gene1850	5.60E-273	946.4	Comamonadaceae				ko:K02035	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1MUZH@1224,2VHCV@28216,4ABBW@80864,COG0747@1,COG0747@2"	NA|NA|NA	E	"PFAM extracellular solute-binding protein, family 5"
GW101-3H11_contig_1_967	358220.C380_03915	1.20E-150	539.3	Comamonadaceae	oppC	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"		"ko:K02031,ko:K02032,ko:K02034"	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1MUG0@1224,2VIN2@28216,4ACQ7@80864,COG1173@1,COG1173@2"	NA|NA|NA	P	PFAM binding-protein-dependent transport systems inner membrane component
GW101-3H11_contig_1_968	358220.C380_03920	4.20E-173	614	Comamonadaceae	oppD			"ko:K02031,ko:K02032"	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1R4KB@1224,2W0NK@28216,4ACNQ@80864,COG0444@1,COG0444@2"	NA|NA|NA	P	Belongs to the ABC transporter superfamily
GW101-3H11_contig_1_969	358220.C380_03925	4.60E-183	647.1	Comamonadaceae	MA20_16745			"ko:K02031,ko:K02032"	"ko02024,map02024"	M00239			"ko00000,ko00001,ko00002,ko02000"	3.A.1.5			Bacteria	"1NU4K@1224,2W19X@28216,4ABCC@80864,COG4608@1,COG4608@2"	NA|NA|NA	P	Belongs to the ABC transporter superfamily
GW101-3H11_contig_1_970	398578.Daci_5725	2.70E-277	961.1	Comamonadaceae	ushA		"3.1.3.5,3.6.1.45"	ko:K11751	"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110"		"R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346"	RC00017	"ko00000,ko00001,ko01000"				Bacteria	"1MX03@1224,2VK5J@28216,4AADF@80864,COG0737@1,COG0737@2"	NA|NA|NA	F	Belongs to the 5'-nucleotidase family
GW101-3H11_contig_1_971	358220.C380_03995	3.40E-144	517.7	Comamonadaceae	hexR			ko:K19337					"ko00000,ko03000"				Bacteria	"1MV3U@1224,2VH1T@28216,4AB7K@80864,COG1737@1,COG1737@2"	NA|NA|NA	K	PFAM helix-turn-helix protein RpiR
GW101-3H11_contig_1_972	358220.C380_04000	2.90E-174	617.8	Comamonadaceae				ko:K02012	"ko02010,map02010"	M00190			"ko00000,ko00001,ko00002,ko02000"	3.A.1.10			Bacteria	"1MXZ8@1224,2VKTZ@28216,4ADEB@80864,COG1840@1,COG1840@2"	NA|NA|NA	P	extracellular solute-binding protein
GW101-3H11_contig_1_973	358220.C380_04005	0	1322	Comamonadaceae	fbpB			ko:K02011	"ko02010,map02010"	M00190			"ko00000,ko00001,ko00002,ko02000"	3.A.1.10			Bacteria	"1MXZZ@1224,2VI17@28216,4ACCU@80864,COG1178@1,COG1178@2"	NA|NA|NA	P	binding-protein-dependent transport systems inner membrane component
GW101-3H11_contig_1_974	358220.C380_04010	1.10E-182	646	Comamonadaceae	fbpC		3.6.3.30	ko:K02010	"ko02010,map02010"	M00190			"ko00000,ko00001,ko00002,ko01000,ko02000"	3.A.1.10			Bacteria	"1MU3I@1224,2VHEJ@28216,4AD8V@80864,COG3842@1,COG3842@2"	NA|NA|NA	P	Belongs to the ABC transporter superfamily
GW101-3H11_contig_1_975	358220.C380_04015	6.00E-161	573.5	Comamonadaceae	tal	"GO:0003674,GO:0003824,GO:0004801,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016740,GO:0016744,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564"	2.2.1.2	ko:K00616	"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230"	"M00004,M00007"	R01827	"RC00439,RC00604"	"ko00000,ko00001,ko00002,ko01000"			iYL1228.KPN_02798	Bacteria	"1MWQ8@1224,2VHIN@28216,4AA60@80864,COG0176@1,COG0176@2"	NA|NA|NA	F	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway
GW101-3H11_contig_1_976	358220.C380_04020	1.30E-246	858.6	Comamonadaceae													Bacteria	"1N1Z2@1224,2WGRW@28216,4ACJU@80864,COG0642@1,COG2205@2"	NA|NA|NA	T	PhoQ Sensor
GW101-3H11_contig_1_977	1276756.AUEX01000007_gene1423	1.60E-110	405.6	Comamonadaceae													Bacteria	"1MY5Y@1224,2VI0W@28216,4ADHK@80864,COG0745@1,COG0745@2"	NA|NA|NA	K	"Transcriptional regulatory protein, C terminal"
GW101-3H11_contig_1_978	1276756.AUEX01000007_gene1422	3.30E-220	770.8	Comamonadaceae	gtsA			ko:K17315	"ko02010,map02010"	M00605			"ko00000,ko00001,ko00002,ko02000"	"3.A.1.1.24,3.A.1.1.30"			Bacteria	"1MUYE@1224,2VJ0D@28216,4ABH3@80864,COG1653@1,COG1653@2"	NA|NA|NA	G	PFAM extracellular solute-binding protein family 1
GW101-3H11_contig_1_979	358220.C380_04035	2.00E-203	714.9	Comamonadaceae	lamB			ko:K02024					"ko00000,ko02000"	1.B.3.1.1			Bacteria	"1MX77@1224,2VKXK@28216,4ABT9@80864,COG4580@1,COG4580@2"	NA|NA|NA	G	LamB porin
GW101-3H11_contig_1_980	358220.C380_04040	2.30E-159	568.2	Comamonadaceae	gtsB			"ko:K05814,ko:K10228,ko:K15771,ko:K17316,ko:K17322"	"ko02010,map02010"	"M00198,M00200,M00491,M00605,M00607"			"ko00000,ko00001,ko00002,ko02000"	"3.A.1.1.16,3.A.1.1.2,3.A.1.1.24,3.A.1.1.3,3.A.1.1.30,3.A.1.1.35,3.A.1.1.5"			Bacteria	"1MU84@1224,2VJFE@28216,4AAH9@80864,COG1175@1,COG1175@2"	NA|NA|NA	P	Binding-protein-dependent transport system inner membrane component
GW101-3H11_contig_1_981	358220.C380_04045	3.00E-151	541.2	Comamonadaceae	gtsC			ko:K17317	"ko02010,map02010"	M00605			"ko00000,ko00001,ko00002,ko02000"	"3.A.1.1.24,3.A.1.1.30"			Bacteria	"1MUT9@1224,2VIMR@28216,4ACRU@80864,COG0395@1,COG0395@2"	NA|NA|NA	P	binding-protein-dependent transport systems inner membrane component
GW101-3H11_contig_1_982	358220.C380_04050	6.30E-188	663.3	Comamonadaceae	gtsD			ko:K10112	"ko02010,map02010"	"M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606"			"ko00000,ko00001,ko00002,ko02000"	3.A.1.1		iJN746.PP_1018	Bacteria	"1MU3I@1224,2VGZM@28216,4ABW2@80864,COG3842@1,COG3842@2"	NA|NA|NA	P	Belongs to the ABC transporter superfamily
GW101-3H11_contig_1_983	1276756.AUEX01000007_gene1417	3.20E-170	604.4	Comamonadaceae	glk		2.7.1.2	ko:K00845	"ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200"	"M00001,M00549"	"R00299,R01600,R01786"	"RC00002,RC00017"	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1MVFI@1224,2VH5F@28216,4ABWP@80864,COG0837@1,COG0837@2"	NA|NA|NA	G	Belongs to the bacterial glucokinase family
GW101-3H11_contig_1_984	358220.C380_04060	4.10E-63	247.3	Betaproteobacteria	yaeR			ko:K08234					ko00000				Bacteria	"1RGZ8@1224,2VSXT@28216,COG0346@1,COG0346@2"	NA|NA|NA	E	glyoxalase bleomycin resistance protein dioxygenase
GW101-3H11_contig_1_985	395495.Lcho_4275	2.40E-160	571.6	unclassified Burkholderiales			2.2.1.1	ko:K00615	"ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230"	"M00004,M00007,M00165,M00167"	"R01067,R01641,R01830,R06590"	"RC00032,RC00226,RC00571,RC01560"	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1KNDC@119065,1N6QF@1224,2VH9P@28216,COG3958@1,COG3958@2"	NA|NA|NA	G	"Transketolase, pyrimidine binding domain"
GW101-3H11_contig_1_986	395495.Lcho_4274	6.70E-140	503.4	unclassified Burkholderiales	tktB		2.2.1.1	ko:K00615	"ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230"	"M00004,M00007,M00165,M00167"	"R01067,R01641,R01830,R06590"	"RC00032,RC00226,RC00571,RC01560"	"ko00000,ko00001,ko00002,ko01000"				Bacteria	"1KN0W@119065,1MWRX@1224,2VHUV@28216,COG3959@1,COG3959@2"	NA|NA|NA	G	"Transketolase, thiamine diphosphate binding domain"
GW101-3H11_contig_1_987	395495.Lcho_4273	1.90E-191	675.2	unclassified Burkholderiales													Bacteria	"1KNBA@119065,1MU0F@1224,2VKIX@28216,COG1593@1,COG1593@2"	NA|NA|NA	G	"transporter, DctM subunit"
GW101-3H11_contig_1_988	395495.Lcho_4272	6.60E-50	203.8	unclassified Burkholderiales				"ko:K11689,ko:K21394"	"ko02020,map02020"				"ko00000,ko00001,ko02000"	2.A.56.1			Bacteria	"1KNX9@119065,1RFJH@1224,2VVBY@28216,COG3090@1,COG3090@2"	NA|NA|NA	G	PFAM Tripartite ATP-independent periplasmic
GW101-3H11_contig_1_989	395495.Lcho_4271	2.60E-151	541.6	unclassified Burkholderiales				ko:K21395					"ko00000,ko02000"	2.A.56.1			Bacteria	"1KPKV@119065,1MWXG@1224,2WFED@28216,COG1638@1,COG1638@2"	NA|NA|NA	G	PFAM TRAP dicarboxylate transporter- DctP subunit
GW101-3H11_contig_1_990	864073.HFRIS_012989	7.00E-117	426.8	Betaproteobacteria													Bacteria	"1N907@1224,2VMTP@28216,COG1028@1,COG1028@2"	NA|NA|NA	IQ	Short-chain dehydrogenase reductase (SDR)
GW101-3H11_contig_1_991	395495.Lcho_4269	8.30E-125	453.4	unclassified Burkholderiales				ko:K03566	"ko02026,map02026"				"ko00000,ko00001,ko03000"				Bacteria	"1KNAZ@119065,1MWY0@1224,2VJFJ@28216,COG0583@1,COG0583@2"	NA|NA|NA	K	LysR family
GW101-3H11_contig_1_992	358220.C380_04065	4.60E-282	976.5	Comamonadaceae	zwf		"1.1.1.363,1.1.1.49"	ko:K00036	"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230"	"M00004,M00006,M00008"	"R00835,R02736,R10907"	"RC00001,RC00066"	"ko00000,ko00001,ko00002,ko01000,ko04147"				Bacteria	"1MUN0@1224,2VHS1@28216,4ACPE@80864,COG0364@1,COG0364@2"	NA|NA|NA	G	Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone
